age,body,colour,fuel,location,make,milage,model,price,transmission
6.3189596167,Hatchback,Blue,Petrol,Cardiff,RENAULT,28199,CLIO HATCHBACK 1.2 16V Dynamique Nav 5dr,9750,Manual
6.3189596167,Hatchback,Black,Petrol,Norwich,KIA,41430,RIO HATCHBACK 1.25 2 5dr,9750,Manual
6.1136208077,Hatchback,White,Petrol,Norwich,FORD,69681,FOCUS HATCHBACK 1.0 EcoBoost 125 ST-Line 5dr,9750,Manual
2.945927447,Hatchback,Blue,Petrol,Nottingham,KIA,12989,PICANTO HATCHBACK 1.0 2 5dr [4 seats],9800,Manual
3.3264887064,Hatchback,Blue,Petrol,Norwich,FIAT,40625,500 HATCHBACK 1.0 Mild Hybrid Lounge 3dr,9800,Manual
2.9623545517,Hatchback,White,Petrol,Bristol,TOYOTA,33796,AYGO HATCHBACK 1.0 VVT-i X-Play 5dr,9800,Manual
4.8295687885,Hatchback,Red,Petrol,Wakefield,TOYOTA,37000,AYGO HATCHBACK 1.0 VVT-i X-Plore 5dr,9800,Manual
4.2354551677,Hatchback,Silver,Petrol,Doncaster,KIA,17388,PICANTO HATCHBACK 1.0 2 5dr,9800,Manual
4.0711841205,Hatchback,Red,Petrol,Manchester,FIAT,19077,500 HATCHBACK 1.2 Lounge 3dr,9800,Manual
3.6468172485,Hatchback,Grey,Petrol,Cardiff,FIAT,27371,500 HATCHBACK 1.2 Lounge 3dr,9800,Manual
3.6769336071,Hatchback,Grey,Petrol,Nottingham,FIAT,31432,500 HATCHBACK 1.2 Lounge 3dr,9800,Manual
4.6652977413,Hatchback,Grey,Petrol,Sheffield,FIAT,28617,500 HATCHBACK 1.2 S 3dr,9800,Manual
4.2217659138,Hatchback,Grey,Petrol,Warrington,VAUXHALL,27631,CORSA HATCHBACK 1.4 [75] SRi Nav 3dr,9800,Manual
4.6516084873,Hatchback,Black,Diesel,Northampton,RENAULT,46397,CLIO DIESEL HATCHBACK 1.5 dCi 90 GT Line 5dr,9800,Manual
3.7891854894,Hatchback,Mauve,Petrol,Swindon,MITSUBISHI,30945,MIRAGE HATCHBACK 1.2 4 5dr,9800,Manual
3.8220396988,Hatchback,Red,Petrol,Sheffield,SKODA,21647,CITIGO HATCHBACK SPECIAL EDITIONS 1.0 MPI GreenTech Colour Edition 5dr,9800,Manual
4.8186173854,Hatchback,Black,Petrol,Warrington,VAUXHALL,28440,CORSA HATCHBACK 1.4 Sport 3dr [AC],9800,Manual
3.65229295,Hatchback,Blue,Petrol,Warrington,CITROEN,14198,C1 HATCHBACK 1.0 VTi 72 Urban Ride 5dr,9800,Manual
4.7830253251,Hatchback,Blue,Petrol,Swindon,VAUXHALL,37404,CORSA HATCHBACK SPECIAL EDS 1.4 Energy 5dr [AC],9800,Manual
2.9787816564,Hatchback,Blue,Petrol,Cardiff,CITROEN,7384,C1 HATCHBACK 1.0 VTi 72 Feel 5dr,9800,Manual
4.0711841205,Hatchback,White,Petrol,Swindon,VOLKSWAGEN,47871,UP HATCHBACK SPECIAL EDS 1.0 Up Beats 5dr,9800,Manual
4.8213552361,Hatchback,White,Petrol,Manchester,VOLKSWAGEN,18826,UP HATCHBACK 1.0 Move Up 5dr,9800,Manual
4.1478439425,Hatchback,Black,Petrol,Swindon,CITROEN,21531,C1 HATCHBACK 1.0 VTi 72 Flair 5dr,9800,Manual
4.8131416838,Hatchback,White,Petrol,Doncaster,CITROEN,14786,C1 HATCHBACK 1.0 VTi 72 Flair 5dr,9800,Manual
5.8097193703,Hatchback,Grey,Petrol,Manchester,FORD,21664,KA+ HATCHBACK 1.2 85 Zetec 5dr,9800,Manual
5.311430527,Hatchback,Black,Petrol,Wolverhampton,VAUXHALL,13332,VIVA HATCHBACK 1.0 Rocks 5dr,9800,Manual
5.3141683778,Hatchback,Grey,Petrol,Doncaster,VAUXHALL,32484,CORSA HATCHBACK 1.4 SRi 5dr,9800,Manual
5.3196440794,Hatchback,Silver,Petrol,Norwich,KIA,25497,PICANTO HATCHBACK 1.25 2 5dr,9800,Manual
5.054072553,Hatchback,Yellow,Diesel,Norwich,DS,39287,DS 3 DIESEL HATCHBACK 1.6 BlueHDi Performance Line 3dr,9800,Manual
5.6837782341,Hatchback,Red,Petrol,Wolverhampton,SKODA,14153,CITIGO HATCHBACK 1.0 MPI Monte Carlo 5dr,9800,Manual
6.8227241615,Saloon,White,Petrol,Wakefield,MAZDA,54147,MAZDA3 FASTBACK 2.0 SE-L Nav 4dr,9800,Manual
2.7405886379,Hatchback,Grey,Petrol,Wolverhampton,TOYOTA,38562,AYGO HATCHBACK 1.0 VVT-i X-Play TSS 5dr,9850,Manual
4.5201916496,Hatchback,Black,Petrol,Cardiff,VAUXHALL,43851,CORSA HATCHBACK 1.4 SRi Vx-line Nav Black 5dr,9850,Manual
4.8213552361,Hatchback,Mauve,Petrol,Bristol,MITSUBISHI,10505,MIRAGE HATCHBACK 1.2 Juro 5dr,9850,Manual
5.3442847365,Hatchback,White,Petrol,Warrington,VAUXHALL,15227,CORSA HATCHBACK 1.4 [75] SRi 3dr,9850,Manual
5.1690622861,Hatchback,Black,Diesel,Bristol,RENAULT,45785,CLIO DIESEL HATCHBACK 1.5 dCi 90 Dynamique S Nav 5dr,9850,Manual
2.4804928131,Hatchback,Silver,Petrol,Bristol,KIA,4323,PICANTO HATCHBACK 1.0 1 5dr [4 seats],9900,Manual
4.3449691992,Hatchback,White,Petrol,Wakefield,KIA,15264,PICANTO HATCHBACK 1.25 2 5dr,9900,Manual
4.8240930869,Hatchback,Red,Petrol,Cardiff,KIA,16550,PICANTO HATCHBACK 1.25 2 5dr,9900,Manual
3.7891854894,Hatchback,Red,Petrol,Manchester,FIAT,15524,500 HATCHBACK 1.2 Lounge 3dr,9900,Manual
3.6468172485,Hatchback,Red,Petrol,Swindon,FIAT,16654,500 HATCHBACK 1.2 Lounge 3dr,9900,Manual
2.8911704312,Hatchback,Grey,Petrol,Doncaster,FIAT,10355,500 HATCHBACK 1.0 Mild Hybrid Pop 3dr,9900,Manual
3.2114989733,Hatchback,Red,Petrol,Nottingham,FIAT,12456,500 HATCHBACK 1.0 Mild Hybrid Pop 3dr,9900,Manual
2.0670773443,Hatchback,White,Petrol,Nottingham,CITROEN,10483,C1 HATCHBACK 1.0 VTi 72 Shine 5dr,9900,Manual
4.810403833,Hatchback,Blue,Diesel,Nottingham,NISSAN,50111,MICRA HATCHBACK DIESEL 1.5 dCi Acenta 5dr,9900,Manual
4.3175906913,Hatchback,Black,Petrol,Warrington,PEUGEOT,31758,208 HATCHBACK 1.2 PureTech 82 Signature 5dr [Start Stop],9900,Manual
3.3292265572,Hatchback,Red,Petrol,Wolverhampton,CITROEN,16391,C1 HATCHBACK 1.0 VTi 72 Urban Ride 5dr,9900,Manual
3.4770704997,Hatchback,White,Petrol,Wolverhampton,CITROEN,14652,C1 HATCHBACK 1.0 VTi 72 Urban Ride 5dr,9900,Manual
4.5859000684,Hatchback,Silver,Petrol,Doncaster,VAUXHALL,30286,CORSA HATCHBACK SPECIAL EDS 1.4 [75] Griffin 3dr,9900,Manual
4.205338809,Hatchback,Red,Petrol,Swindon,SKODA,12578,CITIGO HATCHBACK 1.0 MPI GreenTech SE 5dr,9900,Manual
5.3771389459,Hatchback,Silver,Petrol,Swindon,VAUXHALL,36482,CORSA HATCHBACK 1.4 Design 5dr,9900,Manual
5.749486653,Hatchback,Grey,Petrol,Bristol,SUZUKI,34857,SWIFT HATCHBACK 1.0 Boosterjet SZ-T 5dr,9900,Manual
4.4380561259,Hatchback,Red,Petrol,Warrington,FIAT,20136,500 HATCHBACK 0.9 TwinAir Lounge 3dr,9950,Manual
4.3230663929,Hatchback,Red,Petrol,Doncaster,VAUXHALL,35192,ADAM HATCHBACK SPECIAL EDS 1.2i Energised 3dr,9950,Manual
6.559890486,Hatchback,Silver,Petrol,Manchester,MAZDA,18958,MAZDA2 HATCHBACK 1.5 75 SE-L 5dr,9950,Manual
2.8090349076,Hatchback,Silver,Petrol,Northampton,TOYOTA,12531,AYGO HATCHBACK 1.0 VVT-i X-Play 5dr,10000,Manual
3.8138261465,Hatchback,Grey,Petrol,Northampton,TOYOTA,8940,AYGO HATCHBACK 1.0 VVT-i X-Play 5dr,10000,Manual
3.7289527721,Hatchback,Grey,Petrol,Cardiff,TOYOTA,13339,AYGO HATCHBACK 1.0 VVT-i X-Play 5dr,10000,Manual
4.3586584531,Hatchback,White,Petrol,Cardiff,KIA,14925,PICANTO HATCHBACK 1.25 2 5dr,10000,Manual
3.5619438741,Hatchback,Black,Petrol,Cardiff,KIA,7205,PICANTO HATCHBACK 1.0 2 5dr,10000,Manual
3.112936345,Hatchback,Grey,Petrol,Sheffield,TOYOTA,29963,AYGO HATCHBACK 1.0 VVT-i X-Play 5dr,10000,Manual
4.6899383984,Hatchback,Red,Petrol,Bristol,TOYOTA,29895,AYGO HATCHBACK 1.0 VVT-i X-Plore 5dr,10000,Manual
4.8569472964,Hatchback,Black,Petrol,Norwich,KIA,36441,PICANTO HATCHBACK 1.25 X-Line 5dr,10000,Manual
4.3175906913,Hatchback,Red,Petrol,Bristol,FIAT,7306,500 HATCHBACK 1.2 Lounge 3dr,10000,Manual
1.5989048597,Hatchback,Red,Petrol,Swindon,PEUGEOT,12194,108 HATCHBACK 1.0 72 Allure 5dr,10000,Manual
4.7255304586,Hatchback,Blue,Petrol,Nottingham,SKODA,45919,FABIA HATCHBACK SPECIAL EDITIONS 1.0 MPI 75 Colour Edition 5dr,10000,Manual
3.9808350445,Hatchback,Silver,Petrol,Cardiff,VAUXHALL,33316,CORSA HATCHBACK 1.4 SRi Vx-line Nav Black 5dr,10000,Manual
2.4832306639,Hatchback,Red,Petrol,Bristol,PEUGEOT,25035,108 HATCHBACK 1.0 72 Allure 5dr,10000,Manual
2.8090349076,Hatchback,White,Petrol,Swindon,CITROEN,9963,C1 HATCHBACK 1.0 VTi 72 Urban Ride 5dr,10000,Manual
3.5920602327,Hatchback,Grey,Petrol,Swindon,PEUGEOT,12690,108 HATCHBACK 1.0 72 Collection 5dr,10000,Manual
3.832991102,Hatchback,Silver,Petrol,Wakefield,VAUXHALL,47783,CORSA HATCHBACK 1.4 SE Nav 5dr,10000,Manual
4.6516084873,Hatchback,White,Diesel,Warrington,RENAULT,43737,CLIO DIESEL HATCHBACK 1.5 dCi 90 GT Line 5dr,10000,Manual
3.8220396988,Hatchback,Grey,Petrol,Wakefield,VAUXHALL,44777,CORSA HATCHBACK 1.4 SRi Nav 5dr,10000,Manual
3.5920602327,Hatchback,Mauve,Petrol,Nottingham,MITSUBISHI,14283,MIRAGE HATCHBACK 1.2 3 5dr,10000,Manual
4.476386037,Hatchback,Red,Petrol,Nottingham,VAUXHALL,16492,ADAM HATCHBACK SPECIAL EDS 1.2i Energised 3dr,10000,Manual
3.9425051335,Hatchback,Black,Petrol,Warrington,SKODA,15379,CITIGO HATCHBACK SPECIAL EDITIONS 1.0 MPI GreenTech Colour Edition 5dr,10000,Manual
4.476386037,Hatchback,Red,Petrol,Northampton,VAUXHALL,20302,ADAM HATCHBACK SPECIAL EDS 1.2i Energised 3dr,10000,Manual
3.8412046543,Hatchback,White,Petrol,Bristol,CITROEN,7134,C1 HATCHBACK 1.0 VTi 72 Urban Ride 5dr,10000,Manual
4.8186173854,Hatchback,Black,Petrol,Swindon,VOLKSWAGEN,47671,UP HATCHBACK 1.0 90PS High Up 5dr,10000,Manual
3.6796714579,Hatchback,White,Petrol,Manchester,HYUNDAI,22064,I10 HATCHBACK 1.0 SE 5dr,10000,Manual
3.9945242984,Hatchback,Red,Petrol,Doncaster,HYUNDAI,25540,I10 HATCHBACK SPECIAL EDITIONS 1.0 Play 5dr,10000,Manual
4.3230663929,Hatchback,Silver,Petrol,Manchester,RENAULT,26976,CLIO HATCHBACK 0.9 TCE 75 Play 5dr,10000,Manual
4.0711841205,Hatchback,White,Petrol,Doncaster,CITROEN,7255,C1 HATCHBACK 1.0 VTi 72 Flair 5dr,10000,Manual
5.6427104723,Hatchback,Blue,Petrol,Nottingham,VAUXHALL,10314,CORSA HATCHBACK SPECIAL EDS 1.4 [75] ecoFLEX Energy 3dr [AC],10000,Manual
6.4914442163,Hatchback,Red,Petrol,Northampton,FORD,26943,B-MAX HATCHBACK SPECIAL EDITION 1.0 EcoBoost Zetec Red Edition 5dr,10000,Manual
5.8124572211,Hatchback,White,Petrol,Doncaster,CITROEN,28204,C3 HATCHBACK 1.2 PureTech 82 Flair 5dr,10000,Manual
6.392881588,Hatchback,White,Petrol,Bristol,FORD,35609,FOCUS HATCHBACK 1.0 EcoBoost Zetec 5dr,10000,Manual
5.2402464066,Hatchback,White,Petrol,Manchester,MAZDA,26860,MAZDA2 HATCHBACK 1.5 75 SE+ 5dr,10000,Manual
5.1088295688,Hatchback,Red,Petrol,Manchester,VOLKSWAGEN,14970,UP HATCHBACK 1.0 Move Up 5dr,10000,Manual
5.18275154,Hatchback,Grey,Petrol,Doncaster,CITROEN,40627,C3 HATCHBACK 1.2 PureTech 82 Flair 5dr,10000,Manual
5.6618754278,Hatchback,Silver,Petrol,Bristol,VOLKSWAGEN,16725,UP HATCHBACK 1.0 Move Up 5dr,10000,Manual
5.3798767967,Hatchback,Grey,Petrol,Manchester,TOYOTA,15881,AYGO HATCHBACK 1.0 VVT-i X-Press 5dr,10000,Manual
5.3388090349,Hatchback,Red,Petrol,Warrington,FORD,20744,FIESTA HATCHBACK 1.1 Zetec 3dr,10000,Manual
8.8925393566,Hatchback,Red,Petrol,Bristol,VOLKSWAGEN,25171,POLO HATCHBACK 1.0 SE 5dr,10000,Manual
6.3216974675,Hatchback,White,Petrol,Wakefield,CITROEN,32818,C3 HATCHBACK 1.2 PureTech 82 Feel 5dr,10000,Manual
3.8904859685,Hatchback,Grey,Electric,Bristol,RENAULT,9320,ZOE HATCHBACK 80kW Dynamique Nav R110 40kWh 5dr Auto,10000,Automatic
7.7399041752,Hatchback,Green,Petrol,Swindon,MINI,36355,HATCHBACK 1.5 Cooper 3dr,10000,Manual
7.4113620808,Hatchback,Grey,Petrol,Sheffield,FORD,24551,ECOSPORT HATCHBACK 1.0 EcoBoost Titanium 5dr,10000,Manual
3.0335386721,Hatchback,Red,Petrol,Manchester,TOYOTA,27219,AYGO HATCHBACK 1.0 VVT-i X-Trend 5dr,10150,Manual
4.3613963039,Hatchback,Black,Petrol,Northampton,VAUXHALL,35460,ADAM HATCHBACK SPECIAL EDS 1.2i Energised 3dr,10150,Manual
5.0403832991,Hatchback,Grey,Petrol,Warrington,VAUXHALL,13509,CORSA HATCHBACK 1.4 Design 5dr,10150,Manual
2.945927447,Hatchback,Grey,Petrol,Swindon,CITROEN,10836,C1 HATCHBACK 1.0 VTi 72 Flair 5dr,10200,Manual
4.5037645448,Hatchback,Blue,Petrol,Sheffield,PEUGEOT,3228,108 HATCHBACK 1.0 72 Collection 5dr,10200,Manual
6.8117727584,Hatchback,White,Petrol,Doncaster,PEUGEOT,23212,208 HATCHBACK SPECIAL EDITIONS 1.2 PureTech Allure Premium 5dr,10200,Manual
4.1861738535,Hatchback,Green,Petrol,Sheffield,SKODA,60893,FABIA HATCHBACK SPECIAL EDITIONS 1.0 MPI 75 Colour Edition 5dr,10200,Manual
7.1622176591,Hatchback,Black,Diesel,Swindon,NISSAN,34958,JUKE DIESEL HATCHBACK 1.5 dCi N-Connecta 5dr,10200,Manual
3.8822724162,Hatchback,Red,Petrol,Wolverhampton,TOYOTA,15445,AYGO HATCHBACK 1.0 VVT-i X-Trend 5dr,10250,Manual
2.4777549624,Hatchback,Red,Petrol,Northampton,TOYOTA,25937,AYGO HATCHBACK 1.0 VVT-i X-Play TSS 5dr,10250,Manual
4.7282683094,Hatchback,White,Petrol,Wakefield,TOYOTA,23552,AYGO HATCHBACK 1.0 VVT-i X-Press 5dr,10250,Manual
2.3463381246,Hatchback,White,Petrol,Warrington,PEUGEOT,11564,108 HATCHBACK 1.0 72 Collection 5dr,10250,Manual
4.1314168378,Hatchback,White,Petrol,Northampton,SUZUKI,42317,SWIFT HATCHBACK 1.0 Boosterjet SHVS SZ5 5dr,10250,Manual
3.8494182067,Hatchback,Grey,Petrol,Cardiff,SUZUKI,32911,SWIFT HATCHBACK 1.0 Boosterjet SZ-T 5dr,10250,Manual
3.4387405886,Hatchback,Black,Petrol,Swindon,PEUGEOT,10944,108 HATCHBACK 1.0 72 Collection 5dr,10250,Manual
3.923340178,Hatchback,White,Petrol,Norwich,VAUXHALL,18687,CORSA HATCHBACK SPECIAL EDS 1.4 [75] Griffin 3dr,10250,Manual
3.8138261465,Hatchback,Black,Petrol,Sheffield,VAUXHALL,41509,CORSA HATCHBACK 1.4 SE Nav 5dr,10250,Manual
3.5920602327,Hatchback,White,Petrol,Swindon,MITSUBISHI,3267,MIRAGE HATCHBACK 1.2 3 5dr,10250,Manual
4.1533196441,Hatchback,Red,Petrol,Bristol,VAUXHALL,13874,ADAM HATCHBACK SPECIAL EDS 1.2i Energised 3dr,10250,Manual
4.4736481862,Hatchback,Blue,Petrol,Nottingham,VAUXHALL,11176,ADAM HATCHBACK SPECIAL EDS 1.2i Energised 3dr,10250,Manual
4.3504449008,Hatchback,Red,Petrol,Wolverhampton,RENAULT,35856,CLIO HATCHBACK 0.9 TCE 75 Iconic 5dr,10250,Manual
3.6495550992,Hatchback,Black,Petrol,Cardiff,CITROEN,3353,C1 HATCHBACK 1.0 VTi 72 Flair 5dr,10250,Manual
4.386036961,Hatchback,Red,Petrol,Northampton,VOLKSWAGEN,20855,UP HATCHBACK SPECIAL EDS 1.0 Up Beats 3dr,10250,Manual
4.7419575633,Hatchback,White,Petrol,Warrington,RENAULT,16108,CLIO HATCHBACK 0.9 TCE 75 Play 5dr,10250,Manual
5.3223819302,Hatchback,Blue,Petrol,Sheffield,VOLKSWAGEN,11517,UP HATCHBACK 1.0 Move Up 5dr,10250,Manual
3.0937713895,Hatchback,Grey,Petrol,Bristol,FIAT,26268,500 HATCHBACK 1.0 Mild Hybrid Lounge 3dr,10300,Manual
4.0684462697,Hatchback,Grey,Petrol,Sheffield,TOYOTA,25179,AYGO HATCHBACK 1.0 VVT-i X-Trend 5dr,10300,Manual
4.0739219713,Hatchback,Grey,Petrol,Sheffield,TOYOTA,27057,AYGO HATCHBACK 1.0 VVT-i X-Trend 5dr,10300,Manual
4.476386037,Estate,Black,Petrol,Norwich,VAUXHALL,51111,CROSSLAND X HATCHBACK 1.2 SE 5dr,10300,Manual
4.2080766598,Hatchback,Black,Petrol,Doncaster,TOYOTA,10016,AYGO HATCHBACK 1.0 VVT-i X-Play 5dr,10300,Manual
3.8138261465,Hatchback,Black,Petrol,Doncaster,FIAT,6065,500 HATCHBACK 1.2 Lounge 3dr,10300,Manual
4.8186173854,Hatchback,Grey,Petrol,Swindon,NISSAN,31233,MICRA HATCHBACK SPECIAL EDITIONS 0.9 IG-T Acenta Limited Edition 5dr,10300,Manual
3.4962354552,Hatchback,Blue,Petrol,Manchester,SKODA,21289,FABIA HATCHBACK 1.0 MPI S 5dr,10300,Manual
4.4736481862,Hatchback,Red,Petrol,Wakefield,NISSAN,31412,MICRA HATCHBACK 1.0 IG 71 Acenta 5dr,10300,Manual
4.887063655,Hatchback,Green,Petrol,Cardiff,FIAT,8638,500 HATCHBACK 1.2 Lounge 3dr,10300,Manual
4.3942505133,Hatchback,Red,Petrol,Northampton,SKODA,9814,CITIGO HATCHBACK SPECIAL EDITIONS 1.0 MPI GreenTech Colour Edition 5dr,10300,Manual
4.3559206023,Hatchback,Blue,Petrol,Warrington,PEUGEOT,14337,208 HATCHBACK 1.2 PureTech 82 Active 5dr,10300,Manual
4.810403833,Hatchback,White,Petrol,Bristol,VAUXHALL,24578,ADAM HATCHBACK SPECIAL EDS 1.2i Energised 3dr,10300,Manual
4.9938398357,Hatchback,Blue,Petrol,Warrington,MAZDA,52160,MAZDA2 HATCHBACK 1.5 SE-L Nav+ 5dr,10300,Manual
5.0513347023,Hatchback,Black,Petrol,Wakefield,HYUNDAI,26498,I20 HATCHBACK 1.2 S Air 5dr,10300,Manual
5.7248459959,Hatchback,Silver,Petrol,Warrington,RENAULT,22792,CLIO HATCHBACK 0.9 TCE 90 Dynamique Nav 5dr,10300,Manual
4.9883641342,Hatchback,Blue,Petrol,Doncaster,FORD,17361,KA+ HATCHBACK 1.2 Zetec 5dr,10300,Manual
5.0650239562,Hatchback,Black,Petrol,Sheffield,VOLKSWAGEN,33994,UP HATCHBACK SPECIAL EDS 1.0 75PS Up Beats 5dr,10300,Manual
5.8343600274,Hatchback,Red,Petrol,Wakefield,SEAT,21854,IBIZA HATCHBACK 1.0 SE 5dr,10300,Manual
5.067761807,Hatchback,Red,Petrol,Wakefield,VAUXHALL,8083,CORSA HATCHBACK SPECIAL EDS 1.4 Energy 3dr [AC],10300,Manual
3.0746064339,Hatchback,Red,Petrol,Warrington,TOYOTA,4627,AYGO HATCHBACK 1.0 VVT-i X-Play 5dr,10350,Manual
4.3285420945,Hatchback,Red,Petrol,Nottingham,MG MOTOR UK,12216,MG3 HATCHBACK 1.5 VTi-TECH Excite 5dr,10350,Manual
4.3258042437,Hatchback,Blue,Petrol,Cardiff,VAUXHALL,23085,ADAM HATCHBACK SPECIAL EDS 1.2i Energised 3dr,10350,Manual
3.7070499658,Hatchback,Blue,Petrol,Doncaster,KIA,9890,PICANTO HATCHBACK 1.25 2 5dr,10400,Manual
2.9678302533,Hatchback,Black,Petrol,Doncaster,CITROEN,8155,C1 HATCHBACK SPECIAL EDITION 1.0 VTi 72 Origins 5dr,10400,Manual
4.8158795346,Hatchback,Red,Petrol,Warrington,VAUXHALL,13512,CORSA HATCHBACK 1.4 Sport 3dr [AC],10400,Manual
4.7392197125,Hatchback,Blue,Petrol,Norwich,HYUNDAI,21412,I10 HATCHBACK SPECIAL EDITIONS 1.0 Go SE 5dr,10400,Manual
4.2464065708,Hatchback,Beige,Petrol,Cardiff,CITROEN,20342,C1 HATCHBACK SPECIAL EDITION 1.0 VTi 72 ELLE 5dr,10400,Manual
6.6447638604,Hatchback,Blue,Petrol,Norwich,MINI,57084,HATCHBACK 1.5 Cooper 5dr,10400,Manual
6.2368240931,Hatchback,Red,Petrol,Cardiff,VOLKSWAGEN,37697,POLO HATCHBACK 1.2 TSI Match Edition 5dr,10400,Manual
4.0711841205,Hatchback,Green,Petrol,Warrington,FIAT,3810,500 HATCHBACK 1.2 Lounge 3dr,10450,Manual
3.8904859685,Hatchback,Grey,Petrol,Wakefield,TOYOTA,28763,AYGO HATCHBACK 1.0 VVT-i X-Trend 5dr,10500,Manual
4.4079397673,Hatchback,White,Petrol,Bristol,KIA,36746,PICANTO HATCHBACK 1.25 X-Line 5dr,10500,Manual
3.8412046543,Hatchback,Grey,Petrol,Swindon,FIAT,27923,500 HATCHBACK 1.2 Rock Star 3dr,10500,Manual
1.6454483231,Hatchback,Blue,Petrol,Northampton,PEUGEOT,3534,108 HATCHBACK 1.0 72 Allure 5dr,10500,Manual
3.9644079398,Hatchback,Grey,Petrol,Sheffield,FIAT,23777,500 HATCHBACK SPECIAL EDITIONS 1.2 120th Anniversary 3dr,10500,Manual
2.1546885695,Hatchback,Red,Petrol,Manchester,PEUGEOT,10233,108 HATCHBACK 1.0 72 Allure 5dr,10500,Manual
2.3709787817,Hatchback,Blue,Petrol,Wolverhampton,PEUGEOT,11797,108 HATCHBACK 1.0 72 Allure 5dr,10500,Manual
4.2464065708,Hatchback,Red,Petrol,Swindon,SUZUKI,28286,SWIFT HATCHBACK SPECIAL EDITIONS 1.2 Dualjet Attitude 5dr,10500,Manual
3.0746064339,Hatchback,Black,Petrol,Northampton,PEUGEOT,5966,108 HATCHBACK 1.0 72 Collection 5dr,10500,Manual
4.0629705681,Hatchback,Silver,Petrol,Sheffield,SUZUKI,17250,SWIFT HATCHBACK 1.0 Boosterjet SZ-T 5dr,10500,Manual
2.1875427789,Hatchback,White,Petrol,Manchester,CITROEN,8954,C1 HATCHBACK 1.0 VTi 72 Shine 5dr,10500,Manual
3.9808350445,Hatchback,Blue,Petrol,Nottingham,VAUXHALL,29690,CORSA HATCHBACK 1.4 SRi Vx-line Nav Black 5dr,10500,Manual
4.514715948,Hatchback,Silver,Petrol,Bristol,VAUXHALL,12780,CORSA HATCHBACK SPECIAL EDS 1.4 [75] Griffin 3dr,10500,Manual
4.5722108145,Hatchback,White,Petrol,Wakefield,VAUXHALL,42775,ASTRA HATCHBACK 1.0T ecoTEC Tech Line Nav 5dr,10500,Manual
4.5694729637,Hatchback,Black,Petrol,Swindon,VOLKSWAGEN,21609,UP HATCHBACK 1.0 90PS High Up 5dr [Start Stop],10500,Manual
4.3586584531,Hatchback,Red,Petrol,Wakefield,VOLKSWAGEN,15825,UP HATCHBACK SPECIAL EDS 1.0 Up Beats 5dr,10500,Manual
3.4770704997,Hatchback,White,Petrol,Sheffield,VOLKSWAGEN,18131,UP HATCHBACK 1.0 Move Up 5dr,10500,Manual
3.8302532512,Hatchback,Red,Petrol,Nottingham,VAUXHALL,30589,ADAM HATCHBACK SPECIAL EDS 1.2i Griffin 3dr,10500,Manual
4.8240930869,Hatchback,Red,Petrol,Warrington,VAUXHALL,25024,CORSA HATCHBACK SPECIAL EDS 1.4T [100] Energy 5dr [AC],10500,Manual
4.8268309377,Hatchback,Red,Petrol,Wakefield,VAUXHALL,12522,ADAM HATCHBACK SPECIAL EDS 1.2i Energised 3dr,10500,Manual
4.4353182752,Hatchback,Red,Petrol,Swindon,VAUXHALL,15946,VIVA HATCHBACK 1.0 [73] Rocks 5dr,10500,Manual
4.8213552361,Hatchback,White,Petrol,Manchester,VOLKSWAGEN,17429,UP HATCHBACK SPECIAL EDS 1.0 75PS Up Beats 3dr,10500,Manual
5.0650239562,Hatchback,Grey,Petrol,Cardiff,CITROEN,22144,C3 HATCHBACK 1.2 PureTech 82 Flair 5dr,10500,Manual
5.5633127995,Hatchback,White,Petrol,Wakefield,CITROEN,8300,C1 HATCHBACK SPECIAL EDITION 1.0 VTi 72 ELLE 5dr,10500,Manual
5.7467488022,Hatchback,Blue,Diesel,Norwich,CITROEN,40691,C3 AIRCROSS DIESEL HATCHBACK 1.6 BlueHDi 120 Feel 5dr,10500,Manual
4.9336071184,Hatchback,White,Petrol,Manchester,KIA,22961,PICANTO HATCHBACK 1.25 X-Line 5dr,10500,Manual
6.3216974675,Hatchback,White,Petrol,Norwich,HYUNDAI,34597,IX20 HATCHBACK 1.4 Blue Drive SE Nav 5dr,10500,Manual
5.1526351814,Hatchback,Red,Petrol,Swindon,VOLKSWAGEN,25599,UP HATCHBACK 1.0 High Up 5dr,10500,Manual
6.0698151951,Hatchback,Grey,Diesel,Bristol,RENAULT,34493,CAPTUR DIESEL HATCHBACK 1.5 dCi 90 Dynamique S Nav 5dr,10500,Manual
5.2402464066,Hatchback,White,Petrol,Norwich,RENAULT,18646,CLIO HATCHBACK 0.9 TCE 90 Dynamique Nav 5dr,10500,Manual
5.0704996578,Hatchback,Black,Petrol,Wakefield,CITROEN,35001,C3 HATCHBACK 1.2 PureTech 82 Flair Nav Edition 5dr,10500,Manual
5.8124572211,Hatchback,Blue,Petrol,Warrington,FORD,45437,FOCUS HATCHBACK 1.0 EcoBoost 125 Zetec Edition 5dr,10550,Manual
4.3148528405,Hatchback,Silver,Petrol,Cardiff,VAUXHALL,15995,CORSA HATCHBACK 1.4 SRi Nav 5dr,10600,Manual
4.3586584531,Hatchback,Red,Petrol,Nottingham,VAUXHALL,15206,CORSA HATCHBACK SPECIAL EDS 1.4 [75] Griffin 3dr,10600,Manual
3.0088980151,Hatchback,Grey,Petrol,Sheffield,DACIA,28054,SANDERO STEPWAY HATCHBACK 0.9 TCe Comfort 5dr,10600,Manual
