age,body,colour,fuel,location,make,milage,model,price,transmission
6.7789185489,Hatchback,White,Petrol,Cardiff,SEAT,35219,IBIZA HATCHBACK 1.2 TSI 110 FR 5dr,10600,Manual
7.318275154,Hatchback,Grey,Petrol,Wakefield,RENAULT,25942,CLIO HATCHBACK SPECIAL EDITIONS 0.9 TCE 90 Iconic 25 Nav 5dr,10600,Manual
7.8138261465,Hatchback,Silver,Diesel,Cardiff,FORD,46161,FOCUS DIESEL HATCHBACK 1.5 TDCi 120 Titanium 5dr Powershift,10600,Automatic
3.0061601643,Hatchback,Grey,Petrol,Norwich,MITSUBISHI,16123,MIRAGE HATCHBACK 1.2 Design 5dr,10650,Manual
3.819301848,Hatchback,White,Petrol,Doncaster,RENAULT,17890,CLIO HATCHBACK 0.9 TCE 90 Play 5dr,10700,Manual
2.945927447,Hatchback,Grey,Petrol,Nottingham,FIAT,15844,500 HATCHBACK 1.0 Mild Hybrid Lounge 3dr,10750,Manual
2.8117727584,Hatchback,Orange,Petrol,Bristol,VAUXHALL,44288,CORSA HATCHBACK 1.2 SE 5dr,10750,Manual
1.6399726215,Hatchback,White,Petrol,Manchester,PEUGEOT,10335,108 HATCHBACK 1.0 72 Allure 5dr,10750,Manual
4.5886379192,Hatchback,Red,Diesel,Doncaster,PEUGEOT,21705,208 DIESEL HATCHBACK 1.5 BlueHDi Tech Edition 5dr,10750,Manual
3.7754962355,Hatchback,Red,Petrol,Bristol,SUZUKI,33259,SWIFT HATCHBACK SPECIAL EDITIONS 1.2 Dualjet Attitude 5dr,10750,Manual
4.5585215606,Hatchback,Silver,Petrol,Bristol,FORD,27073,FIESTA HATCHBACK 1.1 Zetec 5dr,10750,Manual
4.4736481862,Hatchback,Red,Petrol,Nottingham,VAUXHALL,12245,CORSA HATCHBACK SPECIAL EDS 1.4 [75] Griffin 3dr,10750,Manual
3.8220396988,Hatchback,Red,Petrol,Wolverhampton,VAUXHALL,30250,ADAM HATCHBACK SPECIAL EDS 1.2i Griffin 3dr,10750,Manual
3.8932238193,Hatchback,Grey,Petrol,Norwich,CITROEN,9415,C1 AIRSCAPE HATCHBACK 1.0 VTi 72 Flair 5dr,10750,Manual
5.015742642,Hatchback,Blue,Petrol,Warrington,FORD,27016,FIESTA HATCHBACK 1.0 EcoBoost Zetec 5dr,10750,Manual
5.8097193703,Hatchback,Red,Diesel,Manchester,KIA,23861,CEED DIESEL HATCHBACK 1.6 CRDi ISG 1 5dr,10750,Manual
7.2361396304,Hatchback,Blue,Petrol,Warrington,AUDI,73033,A1 HATCHBACK 1.4 TFSI S Line 3dr,10750,Manual
8.0273785079,Hatchback,Grey,Diesel,Warrington,AUDI,53000,A1 DIESEL HATCHBACK 1.6 TDI S Line 3dr,10750,Manual
4.9911019849,Hatchback,Grey,Diesel,Wakefield,PEUGEOT,46237,308 DIESEL HATCHBACK 1.5 BlueHDi 130 Allure 5dr,10750,Manual
7.6741957563,Hatchback,Grey,Diesel,Wakefield,VOLVO,54333,V40 DIESEL HATCHBACK D2 [120] R DESIGN 5dr,10750,Manual
4.1451060917,Hatchback,White,Petrol,Warrington,TOYOTA,10432,AYGO HATCHBACK 1.0 VVT-i X-Trend 5dr,10800,Manual
3.4770704997,Hatchback,Grey,Petrol,Northampton,SUZUKI,32269,SWIFT HATCHBACK SPECIAL EDITIONS 1.2 Dualjet Attitude 5dr,10800,Manual
4.476386037,Hatchback,Orange,Petrol,Norwich,MG MOTOR UK,7400,MG3 HATCHBACK 1.5 VTi-TECH Exclusive 5dr,10800,Manual
3.7070499658,Hatchback,White,Petrol,Sheffield,VAUXHALL,12991,CORSA HATCHBACK SPECIAL EDS 1.4 Griffin 3dr,10800,Manual
4.4353182752,Hatchback,Silver,Petrol,Warrington,SUZUKI,15018,SWIFT HATCHBACK SPECIAL EDITIONS 1.2 Dualjet Attitude 5dr,10800,Manual
3.7262149213,Hatchback,Blue,Petrol,Swindon,VAUXHALL,16176,CORSA HATCHBACK SPECIAL EDS 1.4 Griffin 3dr,10800,Manual
3.819301848,Hatchback,White,Petrol,Warrington,VAUXHALL,18186,CORSA HATCHBACK SPECIAL EDS 1.4 Griffin 3dr,10800,Manual
4.3175906913,Hatchback,Blue,Petrol,Swindon,PEUGEOT,26000,208 HATCHBACK 1.2 PureTech 82 Tech Edition 5dr [Start Stop],10800,Manual
4.8377823409,Small,Black,Petrol,Manchester,SMART,4316,FORTWO COUPE 1.0 Passion 2dr Auto,10800,Automatic
4.3175906913,Hatchback,Blue,Petrol,Bristol,HYUNDAI,7364,I10 HATCHBACK SPECIAL EDITIONS 1.0 Go SE 5dr,10800,Manual
4.7145790554,Hatchback,Red,Petrol,Bristol,RENAULT,8589,CLIO HATCHBACK 0.9 TCE 75 Play 5dr,10800,Manual
6.3846680356,Hatchback,White,Petrol,Sheffield,VAUXHALL,24364,ADAM HATCHBACK 1.4i Rocks Unlimited 3dr,10800,Manual
5.1471594798,Hatchback,White,Petrol,Sheffield,VAUXHALL,11766,CORSA HATCHBACK SPECIAL EDS 1.4 [75] Energy 5dr [AC],10800,Manual
6.9185489391,Hatchback,Blue,Petrol,Norwich,AUDI,48421,A1 HATCHBACK 1.4 TFSI Sport 3dr,10800,Manual
5.3141683778,Hatchback,Blue,Petrol,Sheffield,VAUXHALL,33629,ASTRA HATCHBACK 1.4i 16V SRi 5dr,10800,Manual
6.7597535934,Hatchback,Grey,Petrol,Norwich,AUDI,69907,A1 SPORTBACK 1.4 TFSI Sport 5dr,10850,Manual
5.1362080767,Hatchback,Red,Petrol,Norwich,RENAULT,13792,CLIO HATCHBACK 0.9 TCE 90 Dynamique S Nav 5dr,10850,Manual
4.8186173854,Hatchback,Silver,Petrol,Manchester,FORD,5421,KA+ HATCHBACK 1.2 Zetec 5dr,10900,Manual
3.8631074606,Hatchback,Black,Petrol,Swindon,PEUGEOT,23672,208 HATCHBACK 1.2 PureTech 82 Signature 5dr [Start Stop],10900,Manual
4.810403833,Hatchback,Red,Petrol,Norwich,HYUNDAI,10794,I10 HATCHBACK 1.2 Premium 5dr,10900,Manual
5.3497604381,Hatchback,White,Petrol,Doncaster,FORD,45057,FIESTA HATCHBACK 1.0 EcoBoost 125 Titanium 5dr,10900,Manual
7.742642026,Hatchback,Black,Diesel,Wakefield,AUDI,63544,A1 DIESEL HATCHBACK 1.6 TDI S Line 3dr,10900,Manual
3.3292265572,Hatchback,White,Petrol,Doncaster,MG MOTOR UK,12251,MG3 HATCHBACK 1.5 VTi-TECH Excite 5dr,10950,Manual
5.5633127995,Estate,Red,Petrol,Sheffield,VAUXHALL,29437,CROSSLAND X HATCHBACK 1.2T ecoTec [110] SE 5dr [Start Stop],10950,Manual
4.476386037,Estate,Black,Petrol,Sheffield,KIA,58283,STONIC ESTATE 1.4 MPi 2 5dr,11000,Manual
4.2327173169,Estate,Grey,Petrol,Swindon,VAUXHALL,45387,CROSSLAND X HATCHBACK 1.2 Elite Nav 5dr,11000,Manual
3.5920602327,Hatchback,Red,Petrol,Wakefield,TOYOTA,5888,AYGO HATCHBACK 1.0 VVT-i X-Trend 5dr,11000,Manual
2.7296372348,Hatchback,White,Petrol,Warrington,FIAT,14088,500 HATCHBACK 1.0 Mild Hybrid Star 3dr,11000,Manual
4.0711841205,Hatchback,Red,Petrol,Sheffield,TOYOTA,4522,AYGO HATCHBACK 1.0 VVT-i X-Trend 5dr,11000,Manual
3.4770704997,Hatchback,White,Petrol,Manchester,TOYOTA,15236,AYGO HATCHBACK 1.0 VVT-i X-Trend 5dr,11000,Manual
2.2286105407,Hatchback,Grey,Petrol,Cardiff,FIAT,18206,500 HATCHBACK 1.0 Mild Hybrid Dolcevita [Part Leather] 3dr,11000,Manual
2.6584531143,Hatchback,Blue,Petrol,Swindon,FIAT,18407,500 HATCHBACK 1.0 Mild Hybrid Lounge 3dr,11000,Manual
2.8884325804,Hatchback,White,Petrol,Northampton,KIA,9009,PICANTO HATCHBACK 1.25 2 5dr,11000,Manual
4.6954140999,Estate,Blue,Diesel,Norwich,VAUXHALL,42815,CROSSLAND X DIESEL HATCHBACK 1.5 Turbo D ecoTec [102] Tech Line Nav 5dr [S/S],11000,Manual
4.6954140999,Hatchback,Blue,Petrol,Swindon,KIA,11860,PICANTO HATCHBACK 1.25 3 5dr,11000,Manual
3.7316906229,Hatchback,Grey,Petrol,Swindon,NISSAN,32538,MICRA HATCHBACK 1.0 IG-T 100 Acenta 5dr,11000,Manual
4.0657084189,Hatchback,White,Petrol,Nottingham,FORD,19541,KA+ HATCHBACK 1.2 85 Active 5dr,11000,Manual
3.3483915127,Hatchback,Blue,Petrol,Warrington,KIA,33044,RIO HATCHBACK 1.25 1 5dr,11000,Manual
4.0711841205,Hatchback,White,Petrol,Norwich,CITROEN,45269,C3 HATCHBACK SPECIAL EDITION 1.2 PureTech 82 Origins 5dr,11000,Manual
4.8569472964,Hatchback,Red,Petrol,Northampton,CITROEN,11167,C3 HATCHBACK 1.2 PureTech 82 Feel 5dr,11000,Manual
3.794661191,Hatchback,White,Petrol,Wakefield,FORD,10316,KA+ HATCHBACK 1.2 Zetec 5dr,11000,Manual
4.7802874743,Hatchback,Grey,Petrol,Norwich,CITROEN,21422,C3 HATCHBACK 1.2 PureTech 82 Flair 5dr,11000,Manual
3.613963039,Hatchback,Silver,Petrol,Swindon,KIA,30246,PICANTO HATCHBACK SPECIAL EDITION 1.0 Titanium Edition 5dr,11000,Manual
3.4743326489,Hatchback,Red,Petrol,Wakefield,SUZUKI,36773,SWIFT HATCHBACK 1.0 Boosterjet SHVS SZ5 5dr,11000,Manual
3.8138261465,Hatchback,White,Petrol,Wakefield,FORD,30742,FIESTA HATCHBACK 1.1 Zetec 5dr,11000,Manual
4.3121149897,Hatchback,Blue,Petrol,Northampton,SUZUKI,13552,SWIFT HATCHBACK SPECIAL EDITIONS 1.2 Dualjet Attitude 5dr,11000,Manual
4.0821355236,Hatchback,Silver,Diesel,Bristol,RENAULT,40420,CAPTUR DIESEL HATCHBACK 1.5 dCi 90 Iconic 5dr,11000,Manual
3.4907597536,Hatchback,White,Petrol,Wakefield,PEUGEOT,6589,108 TOP HATCHBACK 1.0 72 Collection 5dr,11000,Manual
4.2327173169,Hatchback,Grey,Petrol,Swindon,VAUXHALL,20437,CORSA HATCHBACK 1.4 SRi Vx-line Nav Black 5dr,11000,Manual
4.8459958932,Hatchback,White,Petrol,Northampton,FORD,27675,FIESTA HATCHBACK 1.0 EcoBoost Zetec 5dr,11000,Manual
4.59137577,Hatchback,Blue,Petrol,Wakefield,FORD,28462,FIESTA HATCHBACK 1.0 EcoBoost Zetec 5dr,11000,Manual
3.8220396988,Hatchback,Blue,Petrol,Northampton,VAUXHALL,18504,CORSA HATCHBACK SPECIAL EDS 1.4 [75] Griffin 3dr,11000,Manual
4.681724846,Hatchback,Silver,Petrol,Wakefield,FORD,26063,FIESTA HATCHBACK 1.1 Zetec 5dr,11000,Manual
2.7679671458,Hatchback,Grey,Petrol,Doncaster,CITROEN,14298,C1 HATCHBACK SPECIAL EDITION 1.0 VTi 72 Origins 5dr,11000,Manual
4.180698152,Hatchback,Black,Petrol,Wakefield,SUZUKI,11693,BALENO HATCHBACK 1.0 Boosterjet SZ5 5dr,11000,Manual
3.8138261465,Hatchback,White,Petrol,Norwich,RENAULT,23065,CLIO HATCHBACK 0.9 TCE 90 Iconic 5dr,11000,Manual
4.3641341547,Hatchback,White,Petrol,Manchester,VAUXHALL,23774,CORSA HATCHBACK 1.4T [100] SRi Nav 5dr,11000,Manual
3.5345653662,Hatchback,White,Petrol,Swindon,HYUNDAI,9783,I10 HATCHBACK SPECIAL EDITIONS 1.0 Play 5dr,11000,Manual
4.5393566051,Hatchback,White,Petrol,Nottingham,VOLKSWAGEN,20214,UP HATCHBACK 1.0 High Up 5dr,11000,Manual
4.3203285421,Hatchback,Black,Petrol,Warrington,VAUXHALL,21395,CORSA HATCHBACK SPECIAL EDS 1.4 Energy 5dr [AC],11000,Manual
4.0711841205,Hatchback,Blue,Petrol,Bristol,SKODA,8227,CITIGO HATCHBACK SPECIAL EDITIONS 1.0 MPI GreenTech Colour Edition 5dr,11000,Manual
4.3258042437,Hatchback,Blue,Petrol,Cardiff,VAUXHALL,25246,ADAM HATCHBACK SPECIAL EDS 1.2i Energised 3dr,11000,Manual
5.2292950034,Hatchback,Blue,Petrol,Swindon,CITROEN,18243,C3 HATCHBACK 1.2 PureTech 82 Flair 5dr,11000,Manual
7.7289527721,Hatchback,Silver,Petrol,Swindon,HONDA,60863,CIVIC HATCHBACK 1.8 i-VTEC SR 5dr,11000,Manual
5.3223819302,Hatchback,Blue,Petrol,Cardiff,VAUXHALL,16183,CORSA HATCHBACK SPECIAL EDS 1.4T [100] Energy 5dr [AC],11000,Manual
6.6036960986,Estate,Blue,Petrol,Cardiff,SKODA,65532,OCTAVIA ESTATE 1.4 TSI 150 SE 5dr,11000,Manual
6.8117727584,Hatchback,Red,Petrol,Swindon,FORD,5800,FIESTA HATCHBACK 1.25 82 Zetec 5dr,11000,Manual
5.8151950719,Sports,White,Petrol,Cardiff,FIAT,25063,500C CONVERTIBLE 0.9 TwinAir Lounge 2dr,11000,Manual
5.7440109514,Hatchback,Grey,Petrol,Wakefield,RENAULT,28770,CAPTUR HATCHBACK 0.9 TCE 90 Dynamique S Nav 5dr,11000,Manual
6.8610540726,Hatchback,Grey,Petrol,Northampton,ABARTH,24112,595 HATCHBACK 1.4 T-Jet 145 3dr,11000,Manual
6.3162217659,Hatchback,Black,Petrol,Bristol,FORD,21143,FIESTA HATCHBACK 1.0 EcoBoost 125 Titanium 5dr,11000,Manual
7.0253251198,SUV,White,Petrol,Norwich,SUZUKI,59120,VITARA ESTATE 1.6 SZ5 5dr,11100,Manual
4.5284052019,Hatchback,Black,Petrol,Wakefield,SKODA,34974,FABIA HATCHBACK SPECIAL EDITIONS 1.0 MPI 75 Colour Edition 5dr,11150,Manual
2.674880219,Hatchback,Grey,Petrol,Wakefield,FIAT,9438,500 HATCHBACK 1.0 Mild Hybrid Lounge 3dr,11200,Manual
3.0088980151,Hatchback,Grey,Petrol,Manchester,FIAT,7558,500 HATCHBACK 1.0 Mild Hybrid Lounge 3dr,11200,Manual
3.7289527721,Hatchback,Red,Petrol,Wakefield,VAUXHALL,24438,CORSA HATCHBACK SPECIAL EDS 1.4 [75] Griffin 5dr,11200,Manual
5.8097193703,Hatchback,Grey,Petrol,Northampton,PEUGEOT,48279,308 HATCHBACK 1.2 PureTech 130 GT Line 5dr,11200,Manual
5.3333333333,Hatchback,Black,Petrol,Warrington,VOLKSWAGEN,11305,UP HATCHBACK 1.0 90PS High Up 5dr,11200,Manual
8.1149897331,Estate,Blue,Petrol,Warrington,SKODA,33890,FABIA ESTATE 1.2 TSI SE 5dr DSG,11200,Automatic
5.18275154,Hatchback,Cream,Diesel,Swindon,RENAULT,38728,CAPTUR DIESEL HATCHBACK 1.5 dCi 90 Dynamique S Nav 5dr,11200,Manual
7.8494182067,Hatchback,White,Petrol,Wakefield,NISSAN,62458,QASHQAI HATCHBACK 1.2 DiG-T Tekna [Non-Panoramic] 5dr,11200,Manual
3.1540041068,Hatchback,Black,Petrol,Manchester,TOYOTA,10717,AYGO HATCHBACK 1.0 VVT-i X-Trend 5dr,11250,Manual
2.8090349076,Hatchback,Grey,Petrol,Norwich,VAUXHALL,32144,CORSA HATCHBACK 1.2 SE 5dr,11250,Manual
3.1321013005,Hatchback,Grey,Petrol,Norwich,FIAT,13018,500 HATCHBACK 1.2 Rock Star 3dr,11250,Manual
3.4031485284,Hatchback,Black,Petrol,Wakefield,KIA,19833,PICANTO HATCHBACK 1.25 3 5dr,11250,Manual
3.4743326489,Hatchback,Grey,Petrol,Wakefield,CITROEN,16889,C3 HATCHBACK 1.2 PureTech 82 Feel 5dr,11250,Manual
4.3039014374,Hatchback,Mauve,Petrol,Swindon,TOYOTA,18130,AYGO HATCHBACK 1.0 VVT-i X-Cite 5 5dr,11250,Manual
3.8576317591,Hatchback,Grey,Petrol,Wakefield,FIAT,11182,500 HATCHBACK 1.2 Rock Star 3dr,11250,Manual
2.0670773443,Hatchback,Red,Petrol,Nottingham,SUZUKI,24936,SWIFT HATCHBACK 1.2 Dualjet 83 12V Hybrid SZ-L 5dr,11250,Manual
4.8131416838,Hatchback,Grey,Petrol,Manchester,FORD,10600,KA+ HATCHBACK 1.2 85 Active 5dr,11250,Manual
3.7262149213,Hatchback,White,Petrol,Northampton,FORD,46088,FIESTA HATCHBACK 1.0 EcoBoost Active 1 5dr,11250,Manual
4.8158795346,Hatchback,Grey,Diesel,Cardiff,FORD,46980,FIESTA DIESEL HATCHBACK 1.5 TDCi 120 Titanium 5dr,11250,Manual
4.0684462697,Hatchback,Black,Petrol,Sheffield,SKODA,26979,FABIA HATCHBACK SPECIAL EDITIONS 1.0 MPI 75 Colour Edition 5dr,11250,Manual
4.3148528405,Hatchback,Red,Petrol,Cardiff,SUZUKI,12956,SWIFT HATCHBACK SPECIAL EDITIONS 1.2 Dualjet Attitude 5dr,11250,Manual
4.3148528405,Hatchback,Silver,Petrol,Norwich,SUZUKI,19715,SWIFT HATCHBACK SPECIAL EDITIONS 1.2 Dualjet Attitude 5dr,11250,Manual
4.3805612594,Hatchback,Red,Petrol,Swindon,FORD,45613,FIESTA HATCHBACK 1.0 EcoBoost 125 Titanium 3dr,11250,Manual
4.3148528405,Hatchback,Grey,Petrol,Wakefield,VAUXHALL,13360,CORSA HATCHBACK 1.4 SRi Nav 5dr,11250,Manual
3.8247775496,Hatchback,Red,Petrol,Doncaster,VAUXHALL,17427,ADAM HATCHBACK SPECIAL EDS 1.2i Griffin 3dr,11250,Manual
4.3121149897,Hatchback,Black,Diesel,Swindon,VAUXHALL,39343,ASTRA DIESEL HATCHBACK 1.6 CDTi 16V ecoTEC Tech Line Nav 5dr,11250,Manual
4.3121149897,Hatchback,Red,Petrol,Northampton,VAUXHALL,13582,ADAM HATCHBACK SPECIAL EDS 1.2i Griffin 3dr,11250,Manual
6.5817932923,Estate,White,Diesel,Manchester,MINI,61037,CLUBMAN DIESEL ESTATE 2.0 Cooper D 6dr,11250,Manual
3.3894592745,Hatchback,Blue,Diesel,Nottingham,CITROEN,60890,C3 AIRCROSS DIESEL HATCHBACK 1.5 BlueHDi Flair 5dr [6 speed],11250,Manual
5.3196440794,Hatchback,Red,Diesel,Wolverhampton,RENAULT,35696,CAPTUR DIESEL HATCHBACK 1.5 dCi 90 Dynamique Nav 5dr,11250,Manual
5.8042436687,Hatchback,Blue,Petrol,Swindon,SKODA,46206,OCTAVIA HATCHBACK 1.0 TSI SE Technology 5dr,11250,Manual
5.1362080767,Hatchback,Grey,Petrol,Norwich,FORD,36049,FIESTA HATCHBACK 1.0 EcoBoost 125 Titanium 5dr,11250,Manual
5.2320328542,Hatchback,Grey,Petrol,Nottingham,CITROEN,10939,C3 HATCHBACK 1.2 PureTech 82 Flair 5dr,11250,Manual
6.5817932923,FourByFour,Grey,Petrol,Doncaster,SUZUKI,59028,VITARA ESTATE 1.6 SZ-T ALLGRIP 5dr,11250,Manual
