date,price,type
2022-09-26,75.28,UK (£ per tonne)
2022-09-27,67.96,Europe (€ per tonne)
2022-09-27,75.67,UK (£ per tonne)
2022-09-28,65.15,Europe (€ per tonne)
2022-09-28,75.26,UK (£ per tonne)
2022-09-29,65.73,Europe (€ per tonne)
2022-09-29,74.95,UK (£ per tonne)
2022-09-30,66.73,Europe (€ per tonne)
2022-09-30,75.03,UK (£ per tonne)
2022-10-01,66.73,Europe (€ per tonne)
2022-10-01,75.03,UK (£ per tonne)
2022-10-02,66.73,Europe (€ per tonne)
2022-10-02,75.03,UK (£ per tonne)
2022-10-03,65.94,Europe (€ per tonne)
2022-10-03,74.03,UK (£ per tonne)
2022-10-04,66.92,Europe (€ per tonne)
2022-10-04,73.63,UK (£ per tonne)
2022-10-05,67.07,Europe (€ per tonne)
2022-10-05,72.8,UK (£ per tonne)
2022-10-06,68.96,Europe (€ per tonne)
2022-10-06,73.77,UK (£ per tonne)
2022-10-07,69.85,Europe (€ per tonne)
2022-10-07,74.6,UK (£ per tonne)
2022-10-08,69.85,Europe (€ per tonne)
2022-10-08,74.6,UK (£ per tonne)
2022-10-09,69.85,Europe (€ per tonne)
2022-10-09,74.6,UK (£ per tonne)
2022-10-10,66.77,Europe (€ per tonne)
2022-10-10,71.74,UK (£ per tonne)
2022-10-11,66.34,Europe (€ per tonne)
2022-10-11,70.47,UK (£ per tonne)
2022-10-12,66.71,Europe (€ per tonne)
2022-10-12,71.85,UK (£ per tonne)
2022-10-13,68.84,Europe (€ per tonne)
2022-10-13,72.9,UK (£ per tonne)
2022-10-14,68.02,Europe (€ per tonne)
2022-10-14,71.01,UK (£ per tonne)
2022-10-15,68.02,Europe (€ per tonne)
2022-10-15,71.01,UK (£ per tonne)
2022-10-16,68.02,Europe (€ per tonne)
2022-10-16,71.01,UK (£ per tonne)
2022-10-17,67.51,Europe (€ per tonne)
2022-10-17,70.2,UK (£ per tonne)
2022-10-18,67.77,Europe (€ per tonne)
2022-10-18,70.19,UK (£ per tonne)
2022-10-19,67.29,Europe (€ per tonne)
2022-10-19,68.71,UK (£ per tonne)
2022-10-20,66.87,Europe (€ per tonne)
2022-10-20,68.72,UK (£ per tonne)
2022-10-21,68.72,Europe (€ per tonne)
2022-10-21,69.57,UK (£ per tonne)
2022-10-22,68.72,Europe (€ per tonne)
2022-10-22,69.57,UK (£ per tonne)
2022-10-23,68.72,Europe (€ per tonne)
2022-10-23,69.57,UK (£ per tonne)
2022-10-24,72.32,Europe (€ per tonne)
2022-10-24,72.05,UK (£ per tonne)
2022-10-25,77.11,Europe (€ per tonne)
2022-10-25,75.97,UK (£ per tonne)
2022-10-26,75.79,Europe (€ per tonne)
2022-10-26,76.0,UK (£ per tonne)
2022-10-27,80.21,Europe (€ per tonne)
2022-10-27,77.95,UK (£ per tonne)
2022-10-28,81.21,Europe (€ per tonne)
2022-10-28,78.36,UK (£ per tonne)
2022-10-29,81.21,Europe (€ per tonne)
2022-10-29,78.36,UK (£ per tonne)
2022-10-30,81.21,Europe (€ per tonne)
2022-10-30,78.36,UK (£ per tonne)
2022-10-31,79.97,Europe (€ per tonne)
2022-10-31,77.65,UK (£ per tonne)
2022-11-01,76.72,Europe (€ per tonne)
2022-11-01,74.71,UK (£ per tonne)
2022-11-02,76.7,Europe (€ per tonne)
2022-11-02,73.68,UK (£ per tonne)
2022-11-03,76.28,Europe (€ per tonne)
2022-11-03,73.29,UK (£ per tonne)
2022-11-04,76.36,Europe (€ per tonne)
2022-11-04,73.74,UK (£ per tonne)
2022-11-05,76.36,Europe (€ per tonne)
2022-11-05,73.74,UK (£ per tonne)
2022-11-06,76.36,Europe (€ per tonne)
2022-11-06,73.74,UK (£ per tonne)
2022-11-07,77.49,Europe (€ per tonne)
2022-11-07,74.59,UK (£ per tonne)
2022-11-08,76.06,Europe (€ per tonne)
2022-11-08,73.9,UK (£ per tonne)
2022-11-09,72.76,Europe (€ per tonne)
2022-11-09,72.36,UK (£ per tonne)
2022-11-10,73.05,Europe (€ per tonne)
2022-11-10,70.86,UK (£ per tonne)
2022-11-11,75.84,Europe (€ per tonne)
2022-11-11,71.71,UK (£ per tonne)
2022-11-12,75.84,Europe (€ per tonne)
2022-11-12,71.71,UK (£ per tonne)
2022-11-13,75.84,Europe (€ per tonne)
2022-11-13,71.71,UK (£ per tonne)
2022-11-14,75.23,Europe (€ per tonne)
2022-11-14,70.25,UK (£ per tonne)
2022-11-15,76.65,Europe (€ per tonne)
2022-11-15,69.41,UK (£ per tonne)
2022-11-16,73.41,Europe (€ per tonne)
2022-11-16,67.76,UK (£ per tonne)
2022-11-17,72.4,Europe (€ per tonne)
2022-11-17,67.12,UK (£ per tonne)
2022-11-18,72.47,Europe (€ per tonne)
2022-11-18,66.55,UK (£ per tonne)
2022-11-19,72.47,Europe (€ per tonne)
2022-11-19,66.55,UK (£ per tonne)
2022-11-20,72.47,Europe (€ per tonne)
2022-11-20,66.55,UK (£ per tonne)
2022-11-21,74.61,Europe (€ per tonne)
2022-11-21,67.82,UK (£ per tonne)
2022-11-22,73.89,Europe (€ per tonne)
2022-11-22,67.04,UK (£ per tonne)
2022-11-23,75.87,Europe (€ per tonne)
2022-11-23,67.98,UK (£ per tonne)
2022-11-24,78.27,Europe (€ per tonne)
2022-11-24,69.78,UK (£ per tonne)
2022-11-25,78.86,Europe (€ per tonne)
2022-11-25,69.27,UK (£ per tonne)
2022-11-26,78.86,Europe (€ per tonne)
2022-11-26,69.27,UK (£ per tonne)
2022-11-27,78.86,Europe (€ per tonne)
2022-11-27,69.27,UK (£ per tonne)
2022-11-28,78.81,Europe (€ per tonne)
2022-11-28,68.73,UK (£ per tonne)
2022-11-29,81.25,Europe (€ per tonne)
2022-11-29,69.08,UK (£ per tonne)
2022-11-30,84.69,Europe (€ per tonne)
2022-11-30,71.32,UK (£ per tonne)
2022-12-01,85.22,Europe (€ per tonne)
2022-12-01,75.17,UK (£ per tonne)
2022-12-02,87.67,Europe (€ per tonne)
2022-12-02,79.18,UK (£ per tonne)
2022-12-03,87.67,Europe (€ per tonne)
2022-12-03,79.18,UK (£ per tonne)
2022-12-04,87.67,Europe (€ per tonne)
2022-12-04,79.18,UK (£ per tonne)
2022-12-05,87.31,Europe (€ per tonne)
2022-12-05,79.82,UK (£ per tonne)
2022-12-06,87.69,Europe (€ per tonne)
2022-12-06,79.17,UK (£ per tonne)
2022-12-07,88.07,Europe (€ per tonne)
2022-12-07,77.91,UK (£ per tonne)
2022-12-08,88.67,Europe (€ per tonne)
2022-12-08,76.11,UK (£ per tonne)
2022-12-09,87.84,Europe (€ per tonne)
2022-12-09,74.72,UK (£ per tonne)
2022-12-10,87.84,Europe (€ per tonne)
2022-12-10,74.72,UK (£ per tonne)
2022-12-11,87.84,Europe (€ per tonne)
2022-12-11,74.72,UK (£ per tonne)
2022-12-12,90.17,Europe (€ per tonne)
2022-12-12,74.59,UK (£ per tonne)
2022-12-13,88.64,Europe (€ per tonne)
2022-12-13,72.57,UK (£ per tonne)
2022-12-14,86.61,Europe (€ per tonne)
2022-12-14,70.05,UK (£ per tonne)
2022-12-15,85.5,Europe (€ per tonne)
2022-12-15,70.61,UK (£ per tonne)
2022-12-16,83.82,Europe (€ per tonne)
2022-12-16,70.91,UK (£ per tonne)
2022-12-17,83.82,Europe (€ per tonne)
2022-12-17,70.91,UK (£ per tonne)
2022-12-18,83.82,Europe (€ per tonne)
2022-12-18,70.91,UK (£ per tonne)
2022-12-19,84.11,Europe (€ per tonne)
2022-12-19,69.15,UK (£ per tonne)
2022-12-20,90.22,Europe (€ per tonne)
2022-12-20,74.03,UK (£ per tonne)
2022-12-21,87.9,Europe (€ per tonne)
2022-12-21,72.92,UK (£ per tonne)
2022-12-22,89.27,Europe (€ per tonne)
2022-12-22,74.94,UK (£ per tonne)
2022-12-23,89.37,Europe (€ per tonne)
2022-12-23,76.21,UK (£ per tonne)
2022-12-24,89.37,Europe (€ per tonne)
2022-12-24,76.21,UK (£ per tonne)
2022-12-25,89.37,Europe (€ per tonne)
2022-12-25,76.21,UK (£ per tonne)
2022-12-26,89.37,Europe (€ per tonne)
2022-12-26,76.21,UK (£ per tonne)
2022-12-27,88.3,Europe (€ per tonne)
2022-12-27,76.21,UK (£ per tonne)
2022-12-28,86.05,Europe (€ per tonne)
2022-12-28,73.42,UK (£ per tonne)
2022-12-29,84.4,Europe (€ per tonne)
2022-12-29,72.41,UK (£ per tonne)
2022-12-30,83.97,Europe (€ per tonne)
2022-12-30,73.25,UK (£ per tonne)
2022-12-31,83.97,Europe (€ per tonne)
2022-12-31,73.25,UK (£ per tonne)
2023-01-01,83.97,Europe (€ per tonne)
2023-01-01,73.25,UK (£ per tonne)
2023-01-02,86.28,Europe (€ per tonne)
2023-01-02,73.25,UK (£ per tonne)
2023-01-03,83.57,Europe (€ per tonne)
2023-01-03,70.73,UK (£ per tonne)
2023-01-04,77.78,Europe (€ per tonne)
2023-01-04,67.08,UK (£ per tonne)
2023-01-05,78.83,Europe (€ per tonne)
2023-01-05,67.28,UK (£ per tonne)
2023-01-06,77.39,Europe (€ per tonne)
2023-01-06,67.88,UK (£ per tonne)
2023-01-07,77.39,Europe (€ per tonne)
2023-01-07,67.88,UK (£ per tonne)
2023-01-08,77.39,Europe (€ per tonne)
2023-01-08,67.88,UK (£ per tonne)
2023-01-09,81.45,Europe (€ per tonne)
2023-01-09,69.38,UK (£ per tonne)
2023-01-10,80.54,Europe (€ per tonne)
2023-01-10,68.3,UK (£ per tonne)
2023-01-11,79.0,Europe (€ per tonne)
2023-01-11,66.82,UK (£ per tonne)
2023-01-12,80.24,Europe (€ per tonne)
2023-01-12,67.35,UK (£ per tonne)
2023-01-13,79.86,Europe (€ per tonne)
2023-01-13,67.18,UK (£ per tonne)
2023-01-14,79.86,Europe (€ per tonne)
2023-01-14,67.18,UK (£ per tonne)
2023-01-15,79.86,Europe (€ per tonne)
2023-01-15,67.18,UK (£ per tonne)
2023-01-16,77.57,Europe (€ per tonne)
2023-01-16,65.71,UK (£ per tonne)
2023-01-17,79.56,Europe (€ per tonne)
2023-01-17,66.94,UK (£ per tonne)
2023-01-18,83.26,Europe (€ per tonne)
2023-01-18,69.04,UK (£ per tonne)
2023-01-19,83.9,Europe (€ per tonne)
2023-01-19,68.75,UK (£ per tonne)
2023-01-20,85.08,Europe (€ per tonne)
2023-01-20,68.18,UK (£ per tonne)
2023-01-21,85.08,Europe (€ per tonne)
2023-01-21,68.18,UK (£ per tonne)
2023-01-22,85.08,Europe (€ per tonne)
2023-01-22,68.18,UK (£ per tonne)
2023-01-23,85.19,Europe (€ per tonne)
2023-01-23,67.09,UK (£ per tonne)
2023-01-24,81.67,Europe (€ per tonne)
2023-01-24,65.61,UK (£ per tonne)
2023-01-25,84.26,Europe (€ per tonne)
2023-01-25,67.21,UK (£ per tonne)
2023-01-26,89.36,Europe (€ per tonne)
2023-01-26,72.32,UK (£ per tonne)
2023-01-27,89.23,Europe (€ per tonne)
2023-01-27,73.34,UK (£ per tonne)
2023-01-28,89.23,Europe (€ per tonne)
2023-01-28,73.34,UK (£ per tonne)
2023-01-29,89.23,Europe (€ per tonne)
2023-01-29,73.34,UK (£ per tonne)
2023-01-30,89.61,Europe (€ per tonne)
2023-01-30,73.97,UK (£ per tonne)
2023-01-31,93.01,Europe (€ per tonne)
2023-01-31,76.53,UK (£ per tonne)
2023-02-01,95.45,Europe (€ per tonne)
2023-02-01,78.87,UK (£ per tonne)
2023-02-02,93.01,Europe (€ per tonne)
2023-02-02,79.42,UK (£ per tonne)
2023-02-03,93.29,Europe (€ per tonne)
2023-02-03,83.87,UK (£ per tonne)
2023-02-04,93.29,Europe (€ per tonne)
2023-02-04,83.87,UK (£ per tonne)
2023-02-05,93.29,Europe (€ per tonne)
2023-02-05,83.87,UK (£ per tonne)
2023-02-06,90.88,Europe (€ per tonne)
2023-02-06,80.7,UK (£ per tonne)
2023-02-07,90.29,Europe (€ per tonne)
2023-02-07,81.43,UK (£ per tonne)
2023-02-08,90.28,Europe (€ per tonne)
2023-02-08,81.93,UK (£ per tonne)
2023-02-09,90.96,Europe (€ per tonne)
2023-02-09,82.72,UK (£ per tonne)
2023-02-10,93.03,Europe (€ per tonne)
2023-02-10,83.86,UK (£ per tonne)
2023-02-11,93.03,Europe (€ per tonne)
2023-02-11,83.86,UK (£ per tonne)
2023-02-12,93.03,Europe (€ per tonne)
2023-02-12,83.86,UK (£ per tonne)
2023-02-13,92.22,Europe (€ per tonne)
2023-02-13,83.06,UK (£ per tonne)
2023-02-14,92.05,Europe (€ per tonne)
2023-02-14,81.96,UK (£ per tonne)
2023-02-15,94.37,Europe (€ per tonne)
2023-02-15,83.33,UK (£ per tonne)
2023-02-16,97.54,Europe (€ per tonne)
2023-02-16,83.55,UK (£ per tonne)
2023-02-17,96.25,Europe (€ per tonne)
2023-02-17,83.09,UK (£ per tonne)
2023-02-18,96.25,Europe (€ per tonne)
2023-02-18,83.09,UK (£ per tonne)
2023-02-19,96.25,Europe (€ per tonne)
2023-02-19,83.09,UK (£ per tonne)
2023-02-20,98.35,Europe (€ per tonne)
2023-02-20,84.55,UK (£ per tonne)
2023-02-21,100.34,Europe (€ per tonne)
2023-02-21,85.41,UK (£ per tonne)
2023-02-22,96.77,Europe (€ per tonne)
2023-02-22,82.41,UK (£ per tonne)
2023-02-23,97.58,Europe (€ per tonne)
2023-02-23,82.76,UK (£ per tonne)
2023-02-24,97.39,Europe (€ per tonne)
2023-02-24,83.57,UK (£ per tonne)
2023-02-25,97.39,Europe (€ per tonne)
2023-02-25,83.57,UK (£ per tonne)
2023-02-26,97.39,Europe (€ per tonne)
2023-02-26,83.57,UK (£ per tonne)
2023-02-27,100.23,Europe (€ per tonne)
2023-02-27,85.24,UK (£ per tonne)
2023-02-28,99.8,Europe (€ per tonne)
2023-02-28,84.67,UK (£ per tonne)
2023-03-01,96.92,Europe (€ per tonne)
2023-03-01,83.45,UK (£ per tonne)
2023-03-02,93.38,Europe (€ per tonne)
2023-03-02,81.55,UK (£ per tonne)
2023-03-03,92.18,Europe (€ per tonne)
2023-03-03,80.18,UK (£ per tonne)
2023-03-04,92.18,Europe (€ per tonne)
2023-03-04,80.18,UK (£ per tonne)
2023-03-05,92.18,Europe (€ per tonne)
2023-03-05,80.18,UK (£ per tonne)
2023-03-06,92.98,Europe (€ per tonne)
2023-03-06,79.14,UK (£ per tonne)
2023-03-07,95.69,Europe (€ per tonne)
2023-03-07,81.14,UK (£ per tonne)
2023-03-08,97.85,Europe (€ per tonne)
2023-03-08,83.14,UK (£ per tonne)
2023-03-09,98.42,Europe (€ per tonne)
2023-03-09,83.74,UK (£ per tonne)
2023-03-10,99.8,Europe (€ per tonne)
2023-03-10,84.97,UK (£ per tonne)
2023-03-11,99.8,Europe (€ per tonne)
2023-03-11,84.97,UK (£ per tonne)
2023-03-12,99.8,Europe (€ per tonne)
2023-03-12,84.97,UK (£ per tonne)
2023-03-13,97.13,Europe (€ per tonne)
2023-03-13,83.2,UK (£ per tonne)
2023-03-14,92.68,Europe (€ per tonne)
2023-03-14,79.9,UK (£ per tonne)
2023-03-15,89.2,Europe (€ per tonne)
2023-03-15,76.3,UK (£ per tonne)
2023-03-16,87.07,Europe (€ per tonne)
2023-03-16,73.4,UK (£ per tonne)
2023-03-17,87.29,Europe (€ per tonne)
2023-03-17,73.48,UK (£ per tonne)
2023-03-18,87.29,Europe (€ per tonne)
2023-03-18,73.48,UK (£ per tonne)
2023-03-19,87.29,Europe (€ per tonne)
2023-03-19,73.48,UK (£ per tonne)
2023-03-20,87.83,Europe (€ per tonne)
2023-03-20,73.32,UK (£ per tonne)
2023-03-21,89.73,Europe (€ per tonne)
2023-03-21,73.75,UK (£ per tonne)
2023-03-22,89.67,Europe (€ per tonne)
2023-03-22,73.34,UK (£ per tonne)
2023-03-23,92.58,Europe (€ per tonne)
2023-03-23,75.13,UK (£ per tonne)
2023-03-24,87.65,Europe (€ per tonne)
2023-03-24,72.52,UK (£ per tonne)
2023-03-25,87.65,Europe (€ per tonne)
2023-03-25,72.52,UK (£ per tonne)
2023-03-26,87.65,Europe (€ per tonne)
2023-03-26,72.52,UK (£ per tonne)
2023-03-27,87.41,Europe (€ per tonne)
2023-03-27,71.18,UK (£ per tonne)
2023-03-28,89.32,Europe (€ per tonne)
2023-03-28,72.87,UK (£ per tonne)
2023-03-29,90.29,Europe (€ per tonne)
2023-03-29,73.01,UK (£ per tonne)
2023-03-30,90.96,Europe (€ per tonne)
2023-03-30,73.69,UK (£ per tonne)
2023-03-31,91.93,Europe (€ per tonne)
2023-03-31,73.93,UK (£ per tonne)
2023-04-01,91.93,Europe (€ per tonne)
2023-04-01,73.93,UK (£ per tonne)
2023-04-02,91.93,Europe (€ per tonne)
2023-04-02,73.93,UK (£ per tonne)
2023-04-03,95.75,Europe (€ per tonne)
2023-04-03,77.41,UK (£ per tonne)
2023-04-04,94.96,Europe (€ per tonne)
2023-04-04,75.96,UK (£ per tonne)
2023-04-05,96.63,Europe (€ per tonne)
2023-04-05,73.96,UK (£ per tonne)
2023-04-06,96.66,Europe (€ per tonne)
2023-04-06,73.95,UK (£ per tonne)
2023-04-07,96.66,Europe (€ per tonne)
2023-04-07,73.95,UK (£ per tonne)
2023-04-08,96.66,Europe (€ per tonne)
2023-04-08,73.95,UK (£ per tonne)
2023-04-09,96.66,Europe (€ per tonne)
2023-04-09,73.95,UK (£ per tonne)
2023-04-10,96.66,Europe (€ per tonne)
2023-04-10,73.95,UK (£ per tonne)
2023-04-11,97.44,Europe (€ per tonne)
2023-04-11,74.22,UK (£ per tonne)
2023-04-12,95.92,Europe (€ per tonne)
2023-04-12,72.66,UK (£ per tonne)
2023-04-13,94.45,Europe (€ per tonne)
2023-04-13,71.16,UK (£ per tonne)
2023-04-14,93.84,Europe (€ per tonne)
2023-04-14,70.68,UK (£ per tonne)
2023-04-15,93.84,Europe (€ per tonne)
2023-04-15,70.68,UK (£ per tonne)
2023-04-16,93.84,Europe (€ per tonne)
2023-04-16,70.68,UK (£ per tonne)
2023-04-17,93.04,Europe (€ per tonne)
2023-04-17,69.71,UK (£ per tonne)
2023-04-18,95.31,Europe (€ per tonne)
2023-04-18,69.33,UK (£ per tonne)
2023-04-19,94.45,Europe (€ per tonne)
2023-04-19,67.41,UK (£ per tonne)
2023-04-20,91.96,Europe (€ per tonne)
2023-04-20,64.74,UK (£ per tonne)
2023-04-21,89.72,Europe (€ per tonne)
2023-04-21,63.16,UK (£ per tonne)
2023-04-22,89.72,Europe (€ per tonne)
2023-04-22,63.16,UK (£ per tonne)
2023-04-23,89.72,Europe (€ per tonne)
2023-04-23,63.16,UK (£ per tonne)
2023-04-24,88.39,Europe (€ per tonne)
2023-04-24,63.4,UK (£ per tonne)
2023-04-25,86.99,Europe (€ per tonne)
2023-04-25,62.99,UK (£ per tonne)
2023-04-26,85.64,Europe (€ per tonne)
2023-04-26,61.82,UK (£ per tonne)
2023-04-27,86.05,Europe (€ per tonne)
2023-04-27,61.76,UK (£ per tonne)
2023-04-28,87.34,Europe (€ per tonne)
2023-04-28,61.24,UK (£ per tonne)
2023-04-29,87.34,Europe (€ per tonne)
2023-04-29,61.24,UK (£ per tonne)
2023-04-30,87.34,Europe (€ per tonne)
2023-04-30,61.24,UK (£ per tonne)
2023-05-01,85.91,Europe (€ per tonne)
2023-05-01,61.24,UK (£ per tonne)
2023-05-02,88.41,Europe (€ per tonne)
2023-05-02,60.4,UK (£ per tonne)
2023-05-03,85.0,Europe (€ per tonne)
2023-05-03,58.75,UK (£ per tonne)
2023-05-04,84.67,Europe (€ per tonne)
2023-05-04,59.05,UK (£ per tonne)
2023-05-05,84.96,Europe (€ per tonne)
2023-05-05,59.98,UK (£ per tonne)
2023-05-06,84.96,Europe (€ per tonne)
2023-05-06,59.98,UK (£ per tonne)
2023-05-07,84.96,Europe (€ per tonne)
2023-05-07,59.98,UK (£ per tonne)
2023-05-08,85.41,Europe (€ per tonne)
2023-05-08,59.98,UK (£ per tonne)
2023-05-09,86.77,Europe (€ per tonne)
2023-05-09,59.22,UK (£ per tonne)
2023-05-10,89.49,Europe (€ per tonne)
2023-05-10,60.81,UK (£ per tonne)
2023-05-11,88.38,Europe (€ per tonne)
2023-05-11,60.12,UK (£ per tonne)
2023-05-12,88.48,Europe (€ per tonne)
2023-05-12,58.68,UK (£ per tonne)
2023-05-13,88.48,Europe (€ per tonne)
2023-05-13,58.68,UK (£ per tonne)
2023-05-14,88.48,Europe (€ per tonne)
2023-05-14,58.68,UK (£ per tonne)
2023-05-15,86.97,Europe (€ per tonne)
2023-05-15,57.16,UK (£ per tonne)
2023-05-16,88.59,Europe (€ per tonne)
2023-05-16,57.08,UK (£ per tonne)
2023-05-17,88.15,Europe (€ per tonne)
2023-05-17,60.01,UK (£ per tonne)
2023-05-18,89.85,Europe (€ per tonne)
2023-05-18,62.22,UK (£ per tonne)
2023-05-19,89.88,Europe (€ per tonne)
2023-05-19,61.4,UK (£ per tonne)
2023-05-20,89.88,Europe (€ per tonne)
2023-05-20,61.4,UK (£ per tonne)
2023-05-21,89.88,Europe (€ per tonne)
2023-05-21,61.4,UK (£ per tonne)
2023-05-22,87.76,Europe (€ per tonne)
2023-05-22,58.57,UK (£ per tonne)
2023-05-23,85.5,Europe (€ per tonne)
2023-05-23,55.45,UK (£ per tonne)
2023-05-24,85.15,Europe (€ per tonne)
2023-05-24,55.11,UK (£ per tonne)
2023-05-25,82.99,Europe (€ per tonne)
2023-05-25,53.13,UK (£ per tonne)
2023-05-26,82.3,Europe (€ per tonne)
2023-05-26,53.09,UK (£ per tonne)
2023-05-27,82.3,Europe (€ per tonne)
2023-05-27,53.09,UK (£ per tonne)
2023-05-28,82.3,Europe (€ per tonne)
2023-05-28,53.09,UK (£ per tonne)
2023-05-29,82.86,Europe (€ per tonne)
2023-05-29,53.09,UK (£ per tonne)
2023-05-30,80.52,Europe (€ per tonne)
2023-05-30,49.8,UK (£ per tonne)
2023-05-31,81.02,Europe (€ per tonne)
2023-05-31,52.23,UK (£ per tonne)
2023-06-01,78.72,Europe (€ per tonne)
2023-06-01,51.04,UK (£ per tonne)
2023-06-02,78.99,Europe (€ per tonne)
2023-06-02,51.2,UK (£ per tonne)
2023-06-03,78.99,Europe (€ per tonne)
2023-06-03,51.2,UK (£ per tonne)
2023-06-04,78.99,Europe (€ per tonne)
2023-06-04,51.2,UK (£ per tonne)
2023-06-05,82.48,Europe (€ per tonne)
2023-06-05,52.0,UK (£ per tonne)
2023-06-06,81.67,Europe (€ per tonne)
2023-06-06,51.51,UK (£ per tonne)
2023-06-07,83.54,Europe (€ per tonne)
2023-06-07,53.24,UK (£ per tonne)
2023-06-08,83.99,Europe (€ per tonne)
2023-06-08,53.1,UK (£ per tonne)
2023-06-09,86.79,Europe (€ per tonne)
2023-06-09,53.54,UK (£ per tonne)
2023-06-10,86.79,Europe (€ per tonne)
2023-06-10,53.54,UK (£ per tonne)
2023-06-11,86.79,Europe (€ per tonne)
2023-06-11,53.54,UK (£ per tonne)
2023-06-12,87.82,Europe (€ per tonne)
2023-06-12,53.97,UK (£ per tonne)
2023-06-13,89.9,Europe (€ per tonne)
2023-06-13,55.38,UK (£ per tonne)
2023-06-14,93.32,Europe (€ per tonne)
2023-06-14,58.81,UK (£ per tonne)
2023-06-15,93.26,Europe (€ per tonne)
2023-06-15,60.48,UK (£ per tonne)
2023-06-16,92.35,Europe (€ per tonne)
2023-06-16,59.37,UK (£ per tonne)
2023-06-17,92.35,Europe (€ per tonne)
2023-06-17,59.37,UK (£ per tonne)
2023-06-18,92.35,Europe (€ per tonne)
2023-06-18,59.37,UK (£ per tonne)
2023-06-19,92.15,Europe (€ per tonne)
2023-06-19,59.28,UK (£ per tonne)
2023-06-20,94.85,Europe (€ per tonne)
2023-06-20,59.5,UK (£ per tonne)
2023-06-21,90.55,Europe (€ per tonne)
2023-06-21,58.2,UK (£ per tonne)
2023-06-22,90.15,Europe (€ per tonne)
2023-06-22,56.35,UK (£ per tonne)
2023-06-23,87.88,Europe (€ per tonne)
2023-06-23,53.38,UK (£ per tonne)
2023-06-24,87.88,Europe (€ per tonne)
2023-06-24,53.38,UK (£ per tonne)
2023-06-25,87.88,Europe (€ per tonne)
2023-06-25,53.38,UK (£ per tonne)
2023-06-26,86.25,Europe (€ per tonne)
2023-06-26,51.5,UK (£ per tonne)
2023-06-27,88.85,Europe (€ per tonne)
2023-06-27,51.51,UK (£ per tonne)
2023-06-28,87.72,Europe (€ per tonne)
2023-06-28,53.74,UK (£ per tonne)
2023-06-29,87.89,Europe (€ per tonne)
2023-06-29,54.04,UK (£ per tonne)
2023-06-30,89.08,Europe (€ per tonne)
2023-06-30,53.9,UK (£ per tonne)
2023-07-01,89.08,Europe (€ per tonne)
2023-07-01,53.9,UK (£ per tonne)
2023-07-02,89.08,Europe (€ per tonne)
2023-07-02,53.9,UK (£ per tonne)
2023-07-03,87.32,Europe (€ per tonne)
2023-07-03,58.3,UK (£ per tonne)
2023-07-04,87.25,Europe (€ per tonne)
2023-07-04,56.04,UK (£ per tonne)
2023-07-05,85.81,Europe (€ per tonne)
2023-07-05,52.62,UK (£ per tonne)
2023-07-06,85.96,Europe (€ per tonne)
2023-07-06,50.96,UK (£ per tonne)
2023-07-07,86.16,Europe (€ per tonne)
2023-07-07,50.0,UK (£ per tonne)
2023-07-08,86.16,Europe (€ per tonne)
2023-07-08,50.0,UK (£ per tonne)
2023-07-09,86.16,Europe (€ per tonne)
2023-07-09,50.0,UK (£ per tonne)
2023-07-10,86.3,Europe (€ per tonne)
2023-07-10,50.85,UK (£ per tonne)
2023-07-11,86.74,Europe (€ per tonne)
2023-07-11,50.65,UK (£ per tonne)
2023-07-12,85.81,Europe (€ per tonne)
2023-07-12,50.29,UK (£ per tonne)
2023-07-13,85.84,Europe (€ per tonne)
2023-07-13,50.23,UK (£ per tonne)
2023-07-14,86.04,Europe (€ per tonne)
2023-07-14,49.2,UK (£ per tonne)
2023-07-15,86.04,Europe (€ per tonne)
2023-07-15,49.2,UK (£ per tonne)
2023-07-16,86.04,Europe (€ per tonne)
2023-07-16,49.2,UK (£ per tonne)
2023-07-17,86.49,Europe (€ per tonne)
2023-07-17,49.25,UK (£ per tonne)
2023-07-18,87.35,Europe (€ per tonne)
2023-07-18,48.26,UK (£ per tonne)
2023-07-19,89.18,Europe (€ per tonne)
2023-07-19,49.15,UK (£ per tonne)
2023-07-20,90.52,Europe (€ per tonne)
2023-07-20,48.44,UK (£ per tonne)
2023-07-21,91.43,Europe (€ per tonne)
2023-07-21,48.06,UK (£ per tonne)
2023-07-22,91.43,Europe (€ per tonne)
2023-07-22,48.06,UK (£ per tonne)
2023-07-23,91.43,Europe (€ per tonne)
2023-07-23,48.06,UK (£ per tonne)
2023-07-24,91.11,Europe (€ per tonne)
2023-07-24,47.77,UK (£ per tonne)
2023-07-25,91.93,Europe (€ per tonne)
2023-07-25,47.86,UK (£ per tonne)
2023-07-26,90.84,Europe (€ per tonne)
2023-07-26,47.53,UK (£ per tonne)
2023-07-27,91.06,Europe (€ per tonne)
2023-07-27,47.72,UK (£ per tonne)
2023-07-28,88.68,Europe (€ per tonne)
2023-07-28,46.98,UK (£ per tonne)
2023-07-29,88.68,Europe (€ per tonne)
2023-07-29,46.98,UK (£ per tonne)
2023-07-30,88.68,Europe (€ per tonne)
2023-07-30,46.98,UK (£ per tonne)
2023-07-31,86.67,Europe (€ per tonne)
2023-07-31,45.5,UK (£ per tonne)
2023-08-01,85.1,Europe (€ per tonne)
2023-08-01,42.14,UK (£ per tonne)
2023-08-02,83.45,Europe (€ per tonne)
2023-08-02,40.6,UK (£ per tonne)
